manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed,price_usd
Seat,Ibiza,mechanical,silver,182000,2003,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,124,3150
Hyundai,Tucson,automatic,blue,0,2019,gasoline,FALSE,gasoline,2,suv,TRUE,new,all,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,83,27990
Hyundai,Solaris,mechanical,black,86000,2014,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,14,7150
Hyundai,Lantra,mechanical,blue,340000,1998,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1350
Honda,Accord,automatic,black,270000,2007,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,18,7990
Opel,Vivaro,mechanical,white,275000,2014,diesel,FALSE,diesel,2,minibus,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,90,17800
Ford,Escort,mechanical,blue,314500,1996,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86,1000
Renault,Megane Scenic,mechanical,violet,260000,1999,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,54,1700
Mazda,323,mechanical,silver,242000,2000,diesel,FALSE,diesel,2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,1850
Volkswagen,Passat,mechanical,white,320,1998,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,9,3650
Audi,A6,automatic,blue,350000,2001,diesel,FALSE,diesel,2.5,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,229,4700
BMW,328,mechanical,other,100,1987,gasoline,FALSE,gasoline,2.8,coupe,FALSE,owned,rear,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,106,1800
Mercedes-Benz,C200,automatic,other,111111,2000,diesel,FALSE,diesel,2,universal,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,44,3000
Audi,A6,mechanical,silver,270000,1998,diesel,FALSE,diesel,1.9,sedan,FALSE,owned,front,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4,5800
Peugeot,607,automatic,silver,405000,2002,diesel,FALSE,diesel,2.2,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,18,4250
Ford,Galaxy,mechanical,grey,460000,1999,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,306,4300
Peugeot,406,mechanical,green,370000,1995,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,119,2000
Renault,Vel Satis,automatic,blue,285000,2003,diesel,FALSE,diesel,3,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,4450
Mitsubishi,Outlander,automatic,white,354056,2004,gasoline,FALSE,gasoline,2.4,suv,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,25,4850
Renault,19,mechanical,other,220000,1992,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,76,1300
Peugeot,308,automatic,grey,150000,2008,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,206,5500
Chevrolet,Malibu,automatic,silver,76000,2016,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,83,13000
Citroen,Xsara Picasso,mechanical,black,390000,2003,diesel,FALSE,diesel,2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,26,3600
Hyundai,Santamo,mechanical,green,336000,1999,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,2800
Chrysler,300,automatic,white,238011,2007,gas,TRUE,gasoline,2.7,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12,8400
Volkswagen,Passat,mechanical,silver,209000,2002,diesel,FALSE,diesel,1.9,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,5300
Volkswagen,Passat,automatic,other,341000,2001,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5,3550
Volkswagen,Passat,mechanical,grey,560000,1991,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,91,1000
ВАЗ,2109,mechanical,blue,52000,1991,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,426.82
Audi,A6,mechanical,blue,330000,2005,diesel,FALSE,diesel,2.7,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,8450
Hyundai,Accent,mechanical,other,16900,2018,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,83,12200
Audi,A8,automatic,black,400000,1994,gasoline,FALSE,gasoline,4.2,sedan,FALSE,owned,all,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,455,4000
Volvo,S60,automatic,silver,330000,2001,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,40,3340
Renault,Trafic,mechanical,white,370000,2001,diesel,FALSE,diesel,1.9,minibus,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19,7800
Volvo,740,mechanical,black,200000,1989,gasoline,FALSE,gasoline,2.3,sedan,FALSE,owned,rear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,1300
Saab,5-Sep,automatic,blue,350000,1998,gasoline,FALSE,gasoline,2.3,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,21,2600
Jaguar,XF,automatic,white,129600,2014,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57,19000
Volkswagen,Jetta,automatic,white,61155,2016,gasoline,FALSE,gasoline,1.4,sedan,FALSE,emergency,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,8300
BMW,X5,automatic,grey,205750,2011,diesel,FALSE,diesel,3,suv,FALSE,owned,all,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,21050
Chevrolet,Niva,mechanical,violet,150000,2005,gasoline,FALSE,gasoline,1.7,suv,FALSE,owned,all,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2700
BMW,318,mechanical,green,250000,1992,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,rear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8,1300
Citroen,Xantia,mechanical,blue,272521,1998,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,151,1500
Citroen,C4 Grand Picasso,mechanical,white,150500,2014,diesel,FALSE,diesel,1.6,minivan,FALSE,owned,front,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,12700
Volkswagen,Passat,mechanical,blue,265000,2002,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,88,4300
Nissan,Qashqai,automatic,red,174000,2008,gasoline,FALSE,gasoline,2,suv,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,47,7800
Peugeot,806,mechanical,blue,280000,1998,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,3000
Peugeot,406,automatic,blue,244000,2003,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1700
BMW,320,automatic,brown,125417,2012,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,rear,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,14499
Mitsubishi,Carisma,mechanical,red,366000,1998,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,1900
Mercedes-Benz,C200,mechanical,black,300000,1996,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2751.47
Mazda,CX-7,automatic,white,152000,2006,gasoline,FALSE,gasoline,2.3,suv,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,19,7450
Peugeot,406,mechanical,silver,276555,1998,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,2250
Volkswagen,Sharan,mechanical,silver,315000,2005,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,8750
Kia,Cee'd,mechanical,white,156000,2009,gasoline,FALSE,gasoline,1.4,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,6000
Nissan,Primera,mechanical,red,420000,1998,gas,TRUE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,52,2200
Renault,Symbol,mechanical,green,149500,2003,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,57,3500
BMW,318,mechanical,silver,295000,2003,gasoline,FALSE,gasoline,2,coupe,FALSE,owned,rear,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,91,6100
Nissan,X-Trail,mechanical,grey,220000,2003,diesel,FALSE,diesel,2.2,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6,6599
BMW,745,automatic,silver,250000,2004,gas,TRUE,gasoline,4.4,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,79,7000
Mitsubishi,ASX,mechanical,silver,185000,2011,gasoline,FALSE,gasoline,1.6,suv,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,67,10000
Nissan,Almera,mechanical,green,252000,1998,gasoline,FALSE,gasoline,1.6,sedan,FALSE,emergency,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,105,800
Peugeot,107,mechanical,yellow,180000,2007,gasoline,FALSE,gasoline,1,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,3900
Audi,A4,automatic,black,118000,2009,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,58,9900
Volkswagen,Passat,mechanical,white,306000,1989,gas,TRUE,gasoline,1.8,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,1200
Volkswagen,Touran,automatic,black,206000,2012,gas,TRUE,gasoline,1.4,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,11500
BMW,728,automatic,silver,400000,1998,gasoline,FALSE,gasoline,2.8,sedan,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,18,2500
ВАЗ,2105,mechanical,silver,33333,1984,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,rear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,930
Toyota,RAV4,automatic,green,249144,2007,gasoline,FALSE,gasoline,2.4,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,106,9000
Opel,Astra,mechanical,green,388000,1997,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,1300
Opel,Corsa,mechanical,silver,130000,2010,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,5121.88
Lancia,Kappa,mechanical,silver,270000,2000,diesel,FALSE,diesel,2.4,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,89,4600
BMW,740,automatic,grey,173500,2009,gasoline,FALSE,gasoline,3,sedan,FALSE,owned,rear,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,24,14000
Opel,Zafira,automatic,other,267000,2010,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,47,8400
Volvo,XC70,automatic,silver,200000,1999,gasoline,FALSE,gasoline,2.4,universal,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,71,3462.01
Mazda,323,mechanical,blue,235000,1997,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,148,1450
Renault,Duster,mechanical,white,40000,2017,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,63,9950
Hyundai,ix35,automatic,white,75000,2014,gasoline,FALSE,gasoline,2,suv,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91,14650
BMW,525,automatic,other,270000,2006,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,rear,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,10,7999
Nissan,Primera,mechanical,black,330000,2004,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,11,4900
Audi,A8,automatic,black,380000,2001,gasoline,FALSE,gasoline,4.2,sedan,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,9500
Kia,Sorento,automatic,black,248000,2007,diesel,FALSE,diesel,2.5,suv,FALSE,owned,all,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14,8700
Mercedes-Benz,E240,automatic,silver,515000,1998,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,2800
Mercedes-Benz,C220,mechanical,silver,340000,2000,diesel,FALSE,diesel,2.2,sedan,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,7,4000
Citroen,Jumper,mechanical,white,345000,1997,diesel,FALSE,diesel,1.9,minibus,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,600
Ford,Fusion,automatic,white,52000,2014,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83,12500
Peugeot,406,mechanical,silver,250000,2002,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,54,3200
Volkswagen,Passat,mechanical,red,350000,1990,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,900
Chevrolet,Volt,automatic,black,66000,2016,hybrid-petrol,FALSE,gasoline,1.5,liftback,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26,17700
Ford,Fusion,mechanical,silver,224520,2005,diesel,FALSE,diesel,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,57,3500
Kia,Joice,mechanical,green,300700,2000,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,3550
Opel,Insignia,automatic,black,34000,2013,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,44,14800
Audi,A4,automatic,silver,220000,2004,diesel,FALSE,diesel,2.5,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,5164.56
Opel,Insignia,automatic,other,111000,2013,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,122,13500
Mazda,6,automatic,red,95000,2015,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47,22700
Audi,80,mechanical,green,281635,1992,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,74,2150
Москвич,412,mechanical,yellow,123456,1973,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,113,500
Fiat,Punto,mechanical,black,232000,1999,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,1200
Fiat,Multipla,mechanical,silver,333333,1999,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,2000
Mazda,323,mechanical,silver,290000,1997,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,1200
Volkswagen,Passat,mechanical,green,250000,1997,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,3000
Volkswagen,Passat,automatic,black,139000,2012,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,25,11800
Peugeot,206,mechanical,other,290000,2003,diesel,FALSE,diesel,2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,63,3500
Nissan,Almera,mechanical,green,300000,1997,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,1500
Opel,Astra,mechanical,silver,267000,2002,diesel,FALSE,diesel,1.7,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1562,3700
Audi,A4 Allroad,automatic,brown,282000,2011,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,83,12000
Great Wall,Peri,mechanical,red,127000,2008,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,136,2300
Toyota,RAV4,mechanical,blue,280000,2007,diesel,FALSE,diesel,2.2,suv,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,52,9700
ГАЗ,24,mechanical,white,11111,1982,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,420,455
Renault,Espace,mechanical,green,350000,1999,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19,4250
Nissan,Primera,mechanical,red,292000,1999,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,3250
Nissan,Almera,mechanical,blue,333000,2000,diesel,FALSE,diesel,2.2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2000
Toyota,Camry,automatic,black,171000,2006,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,152,7199
Dodge,Caravan,automatic,red,257495,1997,gasoline,FALSE,gasoline,2.4,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,3550
Peugeot,407,mechanical,black,283000,2005,diesel,FALSE,diesel,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,53,5000
Audi,100,mechanical,black,275000,1991,gas,TRUE,gasoline,2.2,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,711.37
Peugeot,407,mechanical,blue,272000,2004,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,24,4500
Audi,100,mechanical,white,394741,1994,gas,TRUE,gasoline,2,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,96,3800
Toyota,Avensis,mechanical,black,220000,1998,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,81,3900
Peugeot,306,mechanical,blue,377000,1999,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,135,1500
Renault,Megane Scenic,mechanical,grey,246941,2001,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,3150
Audi,A6,mechanical,blue,450000,1996,gasoline,FALSE,gasoline,2.6,universal,FALSE,owned,all,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,57,2100
Mercedes-Benz,Vito,mechanical,violet,264000,2001,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,46,6600
Audi,A4,automatic,white,195500,2008,diesel,FALSE,diesel,2,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,10899
Opel,Zafira,mechanical,silver,250000,2003,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,81,4500
BMW,525,mechanical,green,750123,1995,diesel,FALSE,diesel,2.5,universal,FALSE,owned,rear,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,40,3000
Volkswagen,Passat,mechanical,silver,315000,2005,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,38,6149
